year,region,i_ii_vi,iii,iv_v,vii_viii,non_linear,stream,ditch,linear
1973,1,5.618390804597701,1.1954022988505746,1.4942528735632183,0.7816091954022989,9.089655172413792,1.3885057471264368,0.9517241379310345,2.340229885057471
1973,2,1.1076923076923075,0.6358974358974359,2.7282051282051283,0.717948717948718,5.18974358974359,1.8871794871794871,0.10256410256410257,1.9897435897435898
1973,3,2.082051282051282,0.6666666666666666,1.682051282051282,0.9846153846153847,5.415384615384616,3.066666666666667,0.26666666666666666,3.3333333333333335
1974,1,2.9655172413793105,0.8275862068965517,1.7977011494252872,0.5241379310344827,6.114942528735632,1.2137931034482758,1.457471264367816,2.671264367816092
1974,2,1.2615384615384615,0.8102564102564103,2.9025641025641025,0.5025641025641026,5.476923076923076,1.4256410256410255,0.10256410256410257,1.528205128205128
1974,3,0.9846153846153847,0.46153846153846156,0.9333333333333333,0.5333333333333333,2.912820512820513,2.0923076923076924,0.4102564102564103,2.5025641025641026
1975,1,3.374712643678161,1.0758620689655172,1.7103448275862068,0.7632183908045977,6.924137931034482,1.2689655172413794,1.8620689655172413,3.1310344827586207
1975,2,2.5435897435897434,0.9230769230769231,3.066666666666667,0.6974358974358974,7.230769230769231,1.282051282051282,0.24615384615384617,1.528205128205128
1975,3,0.97435897435897445,0.6256410256410256,1.1487179487179486,0.6871794871794872,3.435897435897436,2.112820512820513,0.3794871794871795,2.4923076923076923
1976,1,3.613793103448276,1.3011494252873563,1.489655172413793,1.0804597701149425,7.485057471264368,1.4712643678160922,1.6735632183908045,3.1448275862068966
1976,2,2.358974358974359,0.6871794871794872,2.9743589743589745,0.7897435897435897,6.81025641025641,1.435897435897436,0.1641025641025641,1.6
1976,3,1.5897435897435896,0.4205128205128205,1.0564102564102564,0.7589743589743589,3.8256410256410254,2.3179487179487177,0.38974358974358975,2.7076923076923074
1977,1,0.9563218390804598,0.6482758620689655,1.3333333333333333,0.2574712643678161,3.1954022988505746,0.9241379310344828,1.3379310344827586,2.2620689655172415
1977,2,0.8512820512820514,0.8205128205128206,2.4820512820512817,0.3487179487179487,4.5025641025641026,1.087179487179487,0.12307692307692308,1.2102564102564102
1977,3,0.5333333333333333,0.3794871794871795,1.0666666666666667,0.12307692307692308,2.1025641025641026,1.6307692307692307,0.2153846153846154,1.8461538461538463
1978,1,2.8091954022988506,0.6206896551724138,2.0091954022988507,0.767816091954023,6.206896551724138,1.4758620689655173,2.1839080459770117,3.6597701149425292
1978,2,3.5897435897435894,0.5641025641025641,2.7384615384615385,2.1230769230769226,9.015384615384615,2.123076923076923,0.358974358974359,2.482051282051282
1978,3,2.051282051282051,0.46153846153846156,1.476923076923077,2.0307692307692307,6.02051282051282,3.312820512820513,0.5538461538461539,3.866666666666667
1979,1,5.622988505747125,0.9425287356321839,2.3770114942528737,2.0229885057471266,10.96551724137931,1.6551724137931034,2.5011494252873563,4.1563218390804595
1979,2,4.3076923076923075,0.6153846153846153,3.3128205128205126,4.6461538461538465,12.882051282051282,2.471794871794872,0.31794871794871793,2.7897435897435896
1979,3,3.466666666666667,0.4102564102564103,1.8153846153846154,4.553846153846154,10.246153846153845,3.5794871794871796,0.5743589743589743,4.153846153846154
1980,1,1.714942528735632,0.8413793103448276,2.367816091954023,0.8689655172413794,5.793103448275862,1.3425287356321838,2.216091954022988,3.558620689655172
1980,2,1.405128205128205,0.7897435897435898,3.2205128205128206,1.2512820512820513,6.666666666666667,1.6717948717948719,0.2153846153846154,1.8871794871794871
1980,3,0.9128205128205128,0.5641025641025641,2.0615384615384618,1.0666666666666667,4.605128205128206,3.117948717948718,0.4,3.517948717948718
1981,1,4.496551724137931,1.0758620689655172,2.6482758620689655,1.3379310344827586,9.558620689655172,1.6551724137931034,2.9241379310344824,4.579310344827586
1981,2,4.902564102564103,0.6666666666666666,3.035897435897436,3.1794871794871793,11.784615384615385,2.358974358974359,0.38974358974358975,2.7487179487179487
1981,3,3.917948717948718,0.5333333333333333,1.4769230769230768,2.9743589743589745,8.902564102564103,3.6102564102564103,0.5333333333333333,4.143589743589744
1982,1,1.7655172413793103,1.1172413793103446,2.606896551724138,1.4850574712643678,6.974712643678161,1.6827586206896552,2.473563218390805,4.15632183908046
1982,2,3.405128205128205,1.8051282051282052,4.635897435897435,2,11.846153846153845,2.441025641025641,0.49230769230769234,2.933333333333333
1982,3,1.7846153846153847,0.9846153846153847,2.2564102564102564,3.6923076923076925,8.717948717948719,3.5794871794871796,0.5025641025641026,4.082051282051282
1983,1,3.2827586206896555,0.8367816091954022,2.013793103448276,0.7586206896551724,6.891954022988506,2.0091954022988507,2.772413793103448,4.781609195402298
1983,2,4.174358974358975,0.7487179487179486,3.4666666666666663,1.2717948717948717,9.661538461538461,2.235897435897436,0.46153846153846156,2.6974358974358976
1983,3,2.3179487179487177,0.30769230769230765,1.6820512820512818,1.5179487179487179,5.825641025641025,3.6820512820512823,0.6051282051282051,4.287179487179487
1984,1,7.811494252873564,0.6298850574712644,1.9954022988505744,1.3793103448275863,11.816091954022989,2.211494252873563,4.055172413793104,6.266666666666667
1984,2,5.497435897435898,1.0461538461538462,3.9384615384615382,3.3846153846153846,13.866666666666667,3.1794871794871797,0.758974358974359,3.9384615384615387
1984,3,5.661538461538462,0.5435897435897435,1.5897435897435899,2.758974358974359,10.553846153846154,4.3589743589743595,1.1076923076923078,5.466666666666667
1985,1,3.503448275862069,0.8551724137931035,2.3448275862068964,1.1172413793103446,7.820689655172413,1.9586206896551726,3.935632183908046,5.894252873563219
1985,2,3.169230769230769,1.087179487179487,3.9384615384615382,1.558974358974359,9.753846153846153,2.441025641025641,0.38974358974358975,2.8307692307692305
1985,3,2.758974358974359,0.3794871794871795,2.1333333333333333,1.2717948717948717,6.543589743589743,3.435897435897436,0.7794871794871795,4.2153846153846155
1986,1,3.7333333333333334,0.5701149425287356,2.5057471264367814,1.089655172413793,7.898850574712644,1.4528735632183907,2.5839080459770116,4.036781609195402
1986,2,9.056410256410256,0.38974358974358975,3.8256410256410254,2.912820512820513,16.184615384615384,1.9794871794871796,0.6256410256410256,2.605128205128205
1986,3,6.133333333333334,0.30769230769230765,1.9589743589743591,2.287179487179487,10.687179487179487,2.9846153846153842,0.5743589743589743,3.5589743589743588
1987,1,5.650574712643678,1.710344827586207,3.3977011494252873,1.4344827586206896,12.193103448275863,2.1655172413793107,3.0758620689655176,5.241379310344828
1987,2,6.235897435897436,1.8871794871794871,4.5948717948717945,3.6512820512820507,16.369230769230768,2.3384615384615386,0.3282051282051282,2.666666666666667
1987,3,7.702564102564103,1.1589743589743589,2.4205128205128204,3.0153846153846153,14.297435897435898,3.723076923076923,0.8923076923076924,4.615384615384616
1988,1,2.4045977011494255,0.7954022988505748,2.914942528735632,0.9471264367816092,7.062068965517241,2.220689655172414,2.4321839080459773,4.652873563218391
1988,2,2.8923076923076922,1.2205128205128204,5.056410256410256,2.0923076923076924,11.261538461538462,2.0307692307692307,0.358974358974359,2.3897435897435897
1988,3,3.753846153846154,0.46153846153846156,2.7794871794871794,2.635897435897436,9.63076923076923,2.9435897435897433,0.6666666666666666,3.61025641025641
1989,1,3.839080459770115,1.2137931034482758,2.767816091954023,1.3793103448275863,9.2,1.8482758620689657,3.291954022988506,5.1402298850574715
1989,2,4.01025641025641,2.1948717948717946,5.087179487179487,4.266666666666667,15.558974358974359,2.5128205128205128,0.8,3.3128205128205126
1989,3,6.523076923076923,1.1384615384615384,2.994871794871795,2.8102564102564105,13.466666666666667,3.4153846153846157,0.9846153846153847,4.4
1990,1,2.652873563218391,1.0850574712643677,3.227586206896552,1.0988505747126438,8.064367816091954,1.7011494252873562,2.317241379310345,4.0183908045977015
1990,2,3.353846153846154,1.3025641025641026,4.174358974358974,3.4153846153846157,12.246153846153845,2.7487179487179487,0.5333333333333333,3.282051282051282
1990,3,4.030769230769231,0.5743589743589743,2.707692307692308,3.005128205128205,10.317948717948717,4.1230769230769235,0.9128205128205128,5.035897435897437
1991,1,6.114942528735632,1.1448275862068966,3.1954022988505746,2.2114942528735635,12.666666666666668,2.0597701149425287,3.5494252873563217,5.60919540229885
1991,2,8.153846153846153,1.8461538461538463,5.0256410256410255,5.805128205128206,20.83076923076923,3.117948717948718,0.9538461538461539,4.0717948717948715
1991,3,9.743589743589743,0.8512820512820514,3.025641025641026,5.938461538461539,19.55897435897436,3.8666666666666667,1.6512820512820514,5.517948717948718
1992,1,6.86896551724138,1.245977011494253,2.528735632183908,1.2597701149425289,11.90344827586207,2.096551724137931,2.827586206896552,4.924137931034483
1992,2,6.769230769230769,0.6769230769230768,3.1794871794871797,1.7435897435897436,12.36923076923077,2.3179487179487177,0.4,2.7179487179487176
1992,3,4.102564102564102,0.6564102564102564,1.9282051282051282,1.5692307692307692,8.2564102564102555,3.6205128205128205,0.758974358974359,4.37948717948718
1993,1,10.450574712643679,1.5402298850574712,3.471264367816092,2,17.46206896551724,1.8988505747126436,3.245977011494253,5.144827586206897
1993,2,5.733333333333333,1.282051282051282,4.36923076923077,1.7230769230769232,13.107692307692307,2.3794871794871795,0.3282051282051282,2.707692307692308
1993,3,10.584615384615384,0.9435897435897436,2.7897435897435896,2.4923076923076923,16.81025641025641,3.2,0.9435897435897436,4.143589743589744
1994,1,4.570114942528735,1.8850574712643677,2.974712643678161,1.103448275862069,10.533333333333333,2.0367816091954025,2.790804597701149,4.827586206896552
1994,2,2.8512820512820514,2.471794871794872,4.512820512820513,1.0974358974358973,10.933333333333334,2.471794871794872,0.4102564102564103,2.882051282051282
1994,3,3.825641025641026,1.6410256410256412,2.4615384615384617,1.3128205128205128,9.241025641025642,3.5794871794871796,0.9846153846153847,4.564102564102564
1995,1,4.413793103448276,1.3011494252873563,3.4942528735632186,0.8275862068965517,10.036781609195403,2.1195402298850574,2.698850574712644,4.818390804597701
1995,2,3.3025641025641024,2.769230769230769,5.056410256410256,2.092307692307692,13.22051282051282,2.2564102564102564,0.5641025641025641,2.8205128205128203
1995,3,4.953846153846153,1.5384615384615385,3.1384615384615384,1.3641025641025641,10.994871794871795,3.7743589743589743,0.9743589743589743,4.748717948717949
1996,1,4.905747126436781,1.0206896551724138,3.4344827586206894,1.489655172413793,10.850574712643677,1.7793103448275862,2.528735632183908,4.308045977011494
1996,2,2.758974358974359,1.1589743589743589,5.969230769230769,3.579487179487179,13.466666666666667,2.523076923076923,0.4307692307692308,2.953846153846154
1996,3,2.9641025641025642,0.24615384615384617,2.287179487179487,2.4615384615384617,7.958974358974359,3.230769230769231,0.8,4.030769230769231
1996,4,0.3878787878787879,0.07272727272727272,0.6303030303030304,0.1818181818181818,1.2727272727272727,1.1636363636363636,0.4848484848484848,1.6484848484848484
1997,1,6.560919540229885,1.5402298850574712,3.9126436781609195,0.9149425287356323,12.928735632183908,1.9080459770114941,3.071264367816092,4.979310344827586
1997,2,3.7128205128205125,2.574358974358974,3.6820512820512814,2.2256410256410257,12.194871794871794,2.164102564102564,0.441025641025641,2.6051282051282048
1997,3,10.605128205128207,1.6102564102564103,3.097435897435897,3.2512820512820513,18.564102564102566,3.4871794871794872,1.364102564102564,4.851282051282051
1997,4,2.2545454545454544,0.4727272727272727,2.0121212121212118,0.36363636363636365,5.103030303030303,3.696969696969697,0.8363636363636363,4.533333333333333
1998,1,3.540229885057471,0.7908045977011494,3.1494252873563218,0.8735632183908046,8.354022988505747,1.7885057471264367,2.4597701149425286,4.248275862068965
1998,2,2.358974358974359,1.323076923076923,3.6000000000000005,2.5743589743589745,9.856410256410257,2,0.24615384615384617,2.246153846153846
1998,3,2.8512820512820514,0.6769230769230768,2.092307692307692,1.487179487179487,7.107692307692307,3.6307692307692307,0.6256410256410256,4.256410256410256
1998,4,0.7151515151515151,0.3757575757575758,1.1515151515151516,0.048484848484848485,2.290909090909091,2.9212121212121214,0.27878787878787875,3.2
1999,1,3.471264367816092,0.7816091954022988,3.549425287356322,0.8183908045977012,8.620689655172415,1.7747126436781608,1.2505747126436781,3.025287356321839
1999,2,4.153846153846154,1.7435897435897436,3.9794871794871796,1.9897435897435898,11.866666666666667,2.2564102564102564,0.5641025641025641,2.8205128205128203
1999,3,5.179487179487179,1.3435897435897435,2.2256410256410257,1.723076923076923,10.471794871794872,3.887179487179487,0.49230769230769234,4.37948717948718
1999,4,1.9757575757575758,0.3757575757575758,1.76969696969697,0.09696969696969697,4.218181818181819,4.036363636363636,0.6545454545454545,4.6909090909090905
2000,1,1.5586206896551724,0.1425287356321839,3.526436781609195,0.5655172413793104,5.793103448275862,1.5908045977011496,1.4758620689655173,3.066666666666667
2000,2,2.41025641025641,1.5076923076923079,4.533333333333333,2.5641025641025643,11.015384615384615,2.3692307692307693,0.25641025641025644,2.6256410256410256
2000,3,4.389743589743589,1.3333333333333333,2.1333333333333333,2.8205128205128203,10.676923076923076,3.4974358974358974,0.5641025641025641,4.061538461538461
2000,4,1.1757575757575758,0.2181818181818182,1.3818181818181818,0.14545454545454545,2.921212121212121,3.357575757575758,0.4363636363636364,3.7939393939393944
2001,1,3.1908045977011494,1.0390804597701149,3.36551724137931,0.8367816091954023,8.432183908045976,1.7379310344827588,1.9586206896551726,3.6965517241379313
2001,2,6.164102564102564,2.81025641025641,3.723076923076923,4.061538461538461,16.75897435897436,2.4615384615384612,0.48205128205128206,2.9435897435897433
2001,3,6.861538461538462,1.2923076923076922,2.1435897435897435,3.169230769230769,13.466666666666667,3.4461538461538463,0.5538461538461539,4
2001,4,2.290909090909091,0.6303030303030304,1.4909090909090907,0.19393939393939394,4.606060606060606,2.4,0.8242424242424242,3.224242424242424
2002,1,4.905747126436782,0.5793103448275863,3.875862068965517,0.9977011494252874,10.358620689655172,1.7057471264367814,2.381609195402299,4.0873563218390805
2002,2,4.389743589743589,2.01025641025641,4.851282051282052,3.876923076923077,15.128205128205128,2.1435897435897435,0.358974358974359,2.5025641025641026
2002,3,6.184615384615385,1.4974358974358972,3.0153846153846153,3.6923076923076916,14.389743589743588,2.9025641025641025,0.717948717948718,3.6205128205128205
2002,4,1.6606060606060604,0.1818181818181818,2.0242424242424244,0.32727272727272727,4.193939393939393,2.690909090909091,0.3393939393939394,3.0303030303030303
2003,1,1.889655172413793,0.31264367816091954,3.5172413793103448,0.6436781609195402,6.363218390804597,1.567816091954023,1.7885057471264367,3.3563218390804597
2003,2,2.358974358974359,1.2102564102564102,4.994871794871795,2.4512820512820515,11.015384615384615,2.235897435897436,0.3384615384615384,2.5743589743589745
2003,3,3.764102564102564,0.8307692307692308,2.635897435897436,2.7897435897435896,10.02051282051282,2.974358974358974,0.7487179487179486,3.7230769230769227
2003,4,0.6303030303030304,0.27878787878787875,1.2242424242424241,0.09696969696969697,2.23030303030303,2.727272727272727,0.3757575757575758,3.103030303030303
2004,1,1.8804597701149426,0.7632183908045977,3.2459770114942526,1.1172413793103448,7.006896551724138,1.7701149425287357,2.381609195402299,4.151724137931034
2004,2,1.6205128205128205,1.558974358974359,4.174358974358974,2.482051282051282,9.835897435897435,2.6564102564102563,0.24615384615384617,2.9025641025641025
2004,3,2.3179487179487177,1.2717948717948717,2.3179487179487177,2.471794871794872,8.37948717948718,4.102564102564103,0.6564102564102564,4.75897435897436
2004,4,0.6545454545454545,0.1212121212121212,1.321212121212121,0.1090909090909091,2.206060606060606,2.703030303030303,0.3878787878787879,3.090909090909091
2005,1,1.1356321839080459,0.44597701149425284,3.554022988505747,1.108045977011494,6.24367816091954,1.8252873563218392,2.096551724137931,3.92183908045977
2005,2,1.046153846153846,0.7282051282051282,4.266666666666667,1.6205128205128205,7.661538461538461,2.1025641025641026,0.29743589743589743,2.4
2005,3,2.717948717948718,0.46153846153846156,2.8410256410256407,1.476923076923077,7.4974358974358974,3.6,0.7692307692307693,4.36923076923077
2005,4,0.8,0.26666666666666666,1.9393939393939394,0.30303030303030304,3.309090909090909,3.357575757575758,0.4484848484848485,3.8060606060606066
2006,1,2.514942528735632,0.4183908045977011,3.6,1.2045977011494253,7.7379310344827585,1.839080459770115,2.15632183908046,3.995402298850575
2006,2,2.594871794871795,1.1794871794871795,4.933333333333334,1.61025641025641,10.317948717948719,2.574358974358974,0.6871794871794872,3.2615384615384615
2006,3,6.4,0.7794871794871795,2.9435897435897433,1.7025641025641025,11.825641025641026,3.928205128205128,1.1794871794871795,5.107692307692307
2006,4,0.9090909090909092,0.27878787878787875,1.6848484848484848,0.19393939393939394,3.066666666666667,2.7151515151515153,0.5090909090909091,3.2242424242424246
2007,1,3.691954022988506,0.49195402298850577,3.0850574712643675,1.3517241379310343,8.620689655172413,1.7655172413793103,2.128735632183908,3.8942528735632185
2007,2,0.5641025641025641,0.7487179487179486,3.323076923076923,0.21538461538461537,4.851282051282051,2.4205128205128204,0.6358974358974359,3.056410256410256
2007,3,1.3128205128205128,0.46153846153846156,2,0.5846153846153846,4.3589743589743595,3.353846153846154,0.6769230769230768,4.030769230769231
2007,4,0.4606060606060606,0.2545454545454546,1.6606060606060606,0.08484848484848485,2.4606060606060605,3.1393939393939396,0.3878787878787879,3.5272727272727273
2008,1,3.319540229885057,0.9563218390804598,3.4620689655172416,1.4942528735632186,9.232183908045977,1.8988505747126436,2.491954022988506,4.39080459770115
2008,2,3.138461538461538,1.558974358974359,3.323076923076923,1.0666666666666667,9.087179487179487,2.5948717948717945,0.5948717948717949,3.1897435897435895
2008,3,6.02051282051282,1.241025641025641,2.0615384615384613,1.3538461538461537,10.676923076923076,3.8666666666666667,1.2512820512820513,5.1179487179487175
2008,4,1.9636363636363634,0.2181818181818182,1.3212121212121213,0.2424242424242424,3.745454545454545,3.721212121212121,0.6545454545454545,4.375757575757576
2009,1,3.7563218390804596,0.6988505747126437,3.3057471264367817,1.0298850574712644,8.790804597701149,1.940229885057471,2.8367816091954023,4.777011494252873
2009,2,1.1897435897435897,1.2102564102564102,3.764102564102564,0.5641025641025641,6.728205128205128,2.348717948717949,0.358974358974359,2.707692307692308
2009,3,2.769230769230769,1.2102564102564102,2.358974358974359,1.4974358974358972,7.835897435897436,4.779487179487179,0.9025641025641026,5.682051282051282
2009,4,1.6,0.1696969696969697,1.6,0.2424242424242424,3.6121212121212123,3.612121212121212,0.5090909090909091,4.121212121212121
2010,1,2.0551724137931036,0.5149425287356322,3.8482758620689657,0.5701149425287356,6.988505747126436,1.7195402298850575,2.2022988505747128,3.9218390804597703
2010,2,0.6461538461538462,0.49230769230769234,3.169230769230769,0.28717948717948716,4.5948717948717945,2.3076923076923075,0.29743589743589743,2.6051282051282048
2010,3,2.317948717948718,0.29743589743589743,2.0205128205128204,0.3282051282051282,4.964102564102564,3.2923076923076926,0.8615384615384616,4.153846153846154
2010,4,0.4484848484848485,0.13333333333333333,1.587878787878788,0,2.1696969696969695,3.4545454545454546,0.4363636363636364,3.890909090909091
2011,1,2.5471264367816095,0.6988505747126437,3.7655172413793103,1.0436781609195405,8.055172413793104,2.0045977011494256,2.193103448275862,4.197701149425288
2011,2,6.194871794871795,2.0410256410256413,4.410256410256411,1.7743589743589745,14.42051282051282,2.5025641025641026,0.5743589743589743,3.0769230769230766
2011,3,3.394871794871795,0.5743589743589743,3.2717948717948717,1.9487179487179487,9.189743589743589,4.420512820512821,0.5846153846153846,5.005128205128205
2011,4,1.0787878787878789,0.2181818181818182,1.83030303030303,0.6060606060606061,3.7333333333333334,3.0545454545454547,0.49696969696969695,3.5515151515151517
2012,1,2.1149425287356323,0.5517241379310345,3.0850574712643675,0.6666666666666667,6.418390804597701,1.5586206896551724,2.560919540229885,4.119540229885057
2012,2,3.4256410256410255,0.9948717948717949,3.8256410256410263,1.035897435897436,9.282051282051283,2.3384615384615386,0.30769230769230765,2.646153846153846
2012,3,5.005128205128205,0.4512820512820513,2.3897435897435897,1.682051282051282,9.528205128205128,4.82051282051282,0.8307692307692308,5.651282051282051
2012,4,1.006060606060606,0.1696969696969697,1.8545454545454543,0.024242424242424242,3.0545454545454542,3.5515151515151517,0.9575757575757575,4.50909090909091
2013,1,2.5057471264367814,0.9517241379310345,3.2275862068965515,0.6022988505747127,7.287356321839081,1.7609195402298852,2.4505747126436783,4.211494252873564
2013,2,2.9333333333333336,2.071794871794872,3.958974358974359,0.6153846153846154,9.57948717948718,2.758974358974359,0.5641025641025641,3.323076923076923
2013,3,3.3743589743589744,1.0461538461538462,2.482051282051282,0.717948717948718,7.620512820512821,3.7743589743589743,0.8,4.574358974358974
2013,4,1.4424242424242424,0.5090909090909091,1.2969696969696969,0.3636363636363636,3.612121212121212,3.6242424242424245,0.7515151515151516,4.375757575757576
2014,1,2.9793103448275864,1.0022988505747128,3.12183908045977,1.167816091954023,8.271264367816093,1.7333333333333334,2.8137931034482757,4.547126436781609
2014,2,6.37948717948718,1.8051282051282052,5.712820512820512,2.358974358974359,16.256410256410255,2.933333333333333,0.6051282051282051,3.5384615384615383
2014,3,8.810256410256411,0.5230769230769231,2.0205128205128204,2.7487179487179487,14.102564102564102,4.574358974358974,1.6717948717948719,6.246153846153846
2014,4,2.2666666666666666,0.5818181818181818,1.7212121212121212,0.5212121212121212,5.090909090909091,3.3696969696969696,1.3333333333333333,4.703030303030303
2015,1,1.3287356321839081,0.7540229885057471,2.735632183908046,0.7494252873563219,5.567816091954023,1.7839080459770114,2.4321839080459773,4.216091954022989
2015,2,2.5846153846153843,1.3128205128205128,3.5384615384615383,1.682051282051282,9.117948717948718,2.0512820512820515,0.6461538461538461,2.6974358974358976
2015,3,1.6820512820512818,0.6051282051282051,1.8256410256410256,1.0564102564102564,5.169230769230769,3.025641025641026,0.8717948717948718,3.897435897435898
2015,4,0.7272727272727273,0.2424242424242424,1.284848484848485,0.32727272727272727,2.581818181818182,2.8,0.703030303030303,3.503030303030303
2016,1,2.0551724137931036,0.8735632183908046,2.9517241379310346,0.9517241379310344,6.832183908045977,1.4804597701149427,2.2298850574712645,3.710344827586207
2016,2,2.3794871794871795,1.2102564102564102,3.4153846153846157,1.9282051282051282,8.933333333333334,1.8871794871794871,0.6256410256410256,2.5128205128205128
2016,3,1.8358974358974358,0.8102564102564103,2.051282051282051,1.1794871794871795,5.8769230769230765,2.758974358974359,0.8102564102564103,3.569230769230769
2016,4,0.30303030303030304,0.32727272727272727,1.0787878787878789,0.27878787878787875,1.987878787878788,2.472727272727273,0.8242424242424242,3.2969696969696973
2017,1,9.213793103448277,1.1402298850574712,3.622988505747127,1.8620689655172415,15.839080459770116,1.8574712643678162,3.232183908045977,5.089655172413793
2017,2,3.528205128205128,1.7846153846153847,3.61025641025641,3.374358974358974,12.297435897435896,1.835897435897436,0.9128205128205128,2.7487179487179487
2017,3,4.748717948717949,0.8102564102564103,2.0615384615384618,2.9333333333333336,10.553846153846154,2.851282051282051,1.3846153846153846,4.235897435897435
2017,4,3.4424242424242424,0.46060606060606063,1.8666666666666667,0.703030303030303,6.472727272727273,3.612121212121212,1.1515151515151516,4.763636363636364
2018,1,6.482758620689655,0.8045977011494253,3.259770114942529,1.6413793103448275,12.188505747126436,1.8758620689655172,3.066666666666667,4.942528735632184
2018,2,1.4974358974358974,1.1589743589743589,4.461538461538462,1.4974358974358974,8.615384615384615,2.41025641025641,0.4512820512820513,2.8615384615384616
2018,3,2.8410256410256407,0.758974358974359,2.9435897435897433,2.574358974358974,9.117948717948718,4.984615384615385,1.2512820512820513,6.235897435897436
2018,4,1.8181818181818181,0.2545454545454546,1.4909090909090907,0.3393939393939394,3.903030303030303,3.212121212121212,0.8484848484848484,4.0606060606060606
2019,1,7.747126436781609,2.142528735632184,4.657471264367816,2.32183908045977,16.868965517241378,1.549425287356322,3.811494252873563,5.360919540229885
2019,2,2.4,2.5846153846153843,5.507692307692308,1.682051282051282,12.174358974358974,2.7794871794871794,0.4102564102564103,3.1897435897435895
2019,3,5.6,1.682051282051282,3.466666666666667,1.8769230769230767,12.625641025641025,3.9692307692307693,1.2,5.1692307692307695
2019,4,3.212121212121212,1.0303030303030303,1.7575757575757578,0.7393939393939394,6.739393939393939,3.6,1.4181818181818182,5.0181818181818185
2021,1,2.901149425287356,0.9195402298850575,5.006896551724138,1.7885057471264367,10.61609195402299,2.6436781609195403,2.8,5.44367816091954
2021,2,1.3948717948717948,1.1076923076923078,5.794871794871796,5.251282051282051,13.548717948717949,3.2205128205128206,0.3384615384615384,3.558974358974359
2021,3,3.0256410256410255,1.1589743589743589,3.835897435897436,4.676923076923077,12.697435897435899,4.943589743589744,1.3333333333333333,6.276923076923077
2021,4,0.8363636363636363,0.4242424242424242,1.9515151515151514,0.1696969696969697,3.381818181818182,4.787878787878787,0.6060606060606061,5.393939393939394
